% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.767	0	0	77	8	59	28	9422	0	0	0
0.768	0	0	77	9	61	28	9422	0	0	0
0.769	0	0	77	10	63	28	9422	0	0	0
0.77	0	0	78	1	64	28	9422	0	0	0
0.771	0	0	78	2	65	28	9422	0	0	0
0.772	0	0	78	3	27	28	9422	0	0	0
0.773	0	0	78	4	66	28	9422	0	0	0
0.774	0	0	78	5	68	28	9422	0	0	0
0.775	0	0	78	6	9	28	9422	0	0	0
0.776	0	0	78	7	40	28	9422	0	0	0
0.777	0	0	78	8	32	28	9422	0	0	0
0.778	0	0	78	9	29	28	9422	0	0	0
0.779	0	0	78	10	26	28	9422	0	0	0
0.78	0	0	79	1	8	28	9422	0	0	0
0.781	0	0	79	2	4	28	9422	0	0	0
0.782	0	0	79	3	10	28	9422	0	0	0
0.783	0	0	79	4	40	28	9422	0	0	0
0.784	0	0	79	5	16	28	9422	0	0	0
0.785	0	0	79	6	28	28	9422	0	0	0
0.786	0	0	79	7	24	28	9422	0	0	0
0.787	0	0	79	8	47	28	9422	0	0	0
0.788	0	0	79	9	12	28	9422	0	0	0
0.789	0	0	79	10	45	28	9422	0	0	0
0.79	0	0	80	1	40	28	9422	0	0	0
0.791	0	0	80	2	11	28	9422	0	0	0
0.792	0	0	80	3	49	28	9422	0	0	0
0.793	0	0	80	4	44	28	9422	0	0	0
0.794	0	0	80	5	15	28	9422	0	0	0
0.795	0	0	80	6	14	28	9422	0	0	0
0.796	0	0	80	7	27	28	9422	0	0	0
0.797	0	0	80	8	1	28	9422	0	0	0
0.798	0	0	80	9	52	28	9422	0	0	0
0.799	0	0	80	10	46	28	9422	0	0	0
0.8	0	0	81	1	7	28	9422	0	0	0
0.801	0	0	81	2	40	28	9422	0	0	0
0.802	0	0	81	3	58	28	9422	0	0	0
0.803	0	0	81	4	59	28	9422	0	0	0
0.804	0	0	81	5	61	28	9422	0	0	0
