% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.284	0	0	29	5	47	28	9422	0	0	0
0.285	0	0	29	6	50	28	9422	0	0	0
0.286	0	0	29	7	51	28	9422	0	0	0
0.287	0	0	29	8	52	28	9422	0	0	0
0.288	0	0	29	9	54	28	9422	0	0	0
0.289	0	0	29	10	55	28	9422	0	0	0
0.29	0	0	30	1	57	28	9422	0	0	0
0.291	0	0	30	2	58	28	9422	0	0	0
0.292	0	0	30	3	59	28	9422	0	0	0
0.293	0	0	30	4	60	28	9422	0	0	0
0.294	0	0	30	5	61	28	9422	0	0	0
0.295	0	0	30	6	63	28	9422	0	0	0
0.296	0	0	30	7	64	28	9422	0	0	0
0.297	0	0	30	8	66	28	9422	0	0	0
0.298	0	0	30	9	68	28	9422	0	0	0
0.299	0	0	30	10	2	28	9422	0	0	0
0.3	0	0	31	1	6	28	9422	0	0	0
0.301	0	0	31	2	9	28	9422	0	0	0
0.302	0	0	31	3	10	28	9422	0	0	0
0.303	0	0	31	4	11	28	9422	0	0	0
0.304	0	0	31	5	12	28	9422	0	0	0
0.305	0	0	31	6	16	28	9422	0	0	0
0.306	0	0	31	7	22	28	9422	0	0	0
0.307	0	0	31	8	23	28	9422	0	0	0
0.308	0	0	31	9	25	28	9422	0	0	0
0.309	0	0	31	10	27	28	9422	0	0	0
0.31	0	0	32	1	28	28	9422	0	0	0
0.311	0	0	32	2	29	28	9422	0	0	0
0.312	0	0	32	3	30	28	9422	0	0	0
0.313	0	0	32	4	33	28	9422	0	0	0
0.314	0	0	32	5	41	28	9422	0	0	0
0.315	0	0	32	6	42	28	9422	0	0	0
0.316	0	0	32	7	44	28	9422	0	0	0
0.317	0	0	32	8	45	28	9422	0	0	0
0.318	0	0	32	9	14	28	9422	0	0	0
0.319	0	0	32	10	19	28	9422	0	0	0
0.32	0	0	33	1	46	28	9422	0	0	0
0.321	0	0	33	2	50	28	9422	0	0	0
0.322	0	0	33	3	52	28	9422	0	0	0
0.323	0	0	33	4	55	28	9422	0	0	0
0.324	0	0	33	5	57	28	9422	0	0	0
0.325	0	0	33	6	58	28	9422	0	0	0
0.326	0	0	33	7	59	28	9422	0	0	0
0.327	0	0	33	8	60	28	9422	0	0	0
0.328	0	0	33	9	61	28	9422	0	0	0
0.329	0	0	33	10	63	28	9422	0	0	0
0.33	0	0	34	1	64	28	9422	0	0	0
0.331	0	0	34	2	66	28	9422	0	0	0
0.332	0	0	34	3	68	28	9422	0	0	0
0.333	0	0	34	4	2	28	9422	0	0	0
0.334	0	0	34	5	9	28	9422	0	0	0
0.335	0	0	34	6	10	28	9422	0	0	0
0.336	0	0	34	7	11	28	9422	0	0	0
0.337	0	0	34	8	16	28	9422	0	0	0
0.338	0	0	34	9	22	28	9422	0	0	0
0.339	0	0	34	10	28	28	9422	0	0	0
0.34	0	0	35	1	29	28	9422	0	0	0
0.341	0	0	35	2	33	28	9422	0	0	0
0.342	0	0	35	3	42	28	9422	0	0	0
0.343	0	0	35	4	45	28	9422	0	0	0
0.344	0	0	35	5	19	28	9422	0	0	0
0.345	0	0	35	6	52	28	9422	0	0	0
0.346	0	0	35	7	55	28	9422	0	0	0
0.347	0	0	35	8	57	28	9422	0	0	0
0.348	0	0	35	9	58	28	9422	0	0	0
0.349	0	0	35	10	60	28	9422	0	0	0
0.35	0	0	36	1	61	28	9422	0	0	0
0.351	0	0	36	2	63	28	9422	0	0	0
0.352	0	0	36	3	14	28	9422	0	0	0
0.353	0	0	36	4	59	28	9422	0	0	0
0.354	0	0	36	5	64	28	9422	0	0	0
0.355	0	0	36	6	66	28	9422	0	0	0
0.356	0	0	36	7	49	28	9422	0	0	0
0.357	0	0	36	8	49	28	9422	0	0	0
0.358	0	0	36	9	68	28	9422	0	0	0
0.359	0	0	36	10	9	28	9422	0	0	0
0.36	0	0	37	1	10	28	9422	0	0	0
0.361	0	0	37	2	49	28	9422	0	0	0
0.362	0	0	37	3	11	28	9422	0	0	0
0.363	0	0	37	4	16	28	9422	0	0	0
0.364	0	0	37	5	22	28	9422	0	0	0
0.365	0	0	37	6	28	28	9422	0	0	0
0.366	0	0	37	7	29	28	9422	0	0	0
0.367	0	0	37	8	33	28	9422	0	0	0
0.368	0	0	37	9	45	28	9422	0	0	0
0.369	0	0	37	10	19	28	9422	0	0	0
0.37	0	0	38	1	52	28	9422	0	0	0
0.371	0	0	38	2	58	28	9422	0	0	0
0.372	0	0	38	3	26	28	9422	0	0	0
0.373	0	0	38	4	26	28	9422	0	0	0
0.374	0	0	38	5	26	28	9422	0	0	0
0.375	0	0	38	6	4	28	9422	0	0	0
0.376	0	0	38	7	4	28	9422	0	0	0
0.377	0	0	38	8	4	28	9422	0	0	0
0.378	0	0	38	9	61	28	9422	0	0	0
0.379	0	0	38	10	59	28	9422	0	0	0
0.38	0	0	39	1	1	28	9422	0	0	0
0.381	0	0	39	2	63	28	9422	0	0	0
0.382	0	0	39	3	64	28	9422	0	0	0
0.383	0	0	39	4	66	28	9422	0	0	0
0.384	0	0	39	5	68	28	9422	0	0	0
0.385	0	0	39	6	9	28	9422	0	0	0
0.386	0	0	39	7	10	28	9422	0	0	0
0.387	0	0	39	8	1	28	9422	0	0	0
0.388	0	0	39	9	14	28	9422	0	0	0
0.389	0	0	39	10	49	28	9422	0	0	0
0.39	0	0	40	1	11	28	9422	0	0	0
0.391	0	0	40	2	16	28	9422	0	0	0
0.392	0	0	40	3	42	28	9422	0	0	0
0.393	0	0	40	4	22	28	9422	0	0	0
0.394	0	0	40	5	28	28	9422	0	0	0
0.395	0	0	40	6	29	28	9422	0	0	0
0.396	0	0	40	7	33	28	9422	0	0	0
0.397	0	0	40	8	45	28	9422	0	0	0
0.398	0	0	40	9	19	28	9422	0	0	0
0.399	0	0	40	10	26	28	9422	0	0	0
0.4	0	0	41	1	1	28	9422	0	0	0
0.401	0	0	41	2	52	28	9422	0	0	0
0.402	0	0	41	3	58	28	9422	0	0	0
0.403	0	0	41	4	4	28	9422	0	0	0
0.404	0	0	41	5	61	28	9422	0	0	0
0.405	0	0	41	6	59	28	9422	0	0	0
0.406	0	0	41	7	63	28	9422	0	0	0
0.407	0	0	41	8	64	28	9422	0	0	0
0.408	0	0	41	9	66	28	9422	0	0	0
0.409	0	0	41	10	68	28	9422	0	0	0
0.41	0	0	42	1	9	28	9422	0	0	0
0.411	0	0	42	2	10	28	9422	0	0	0
0.412	0	0	42	3	49	28	9422	0	0	0
0.413	0	0	42	4	1	28	9422	0	0	0
0.414	0	0	42	5	16	28	9422	0	0	0
0.415	0	0	42	6	22	28	9422	0	0	0
0.416	0	0	42	7	11	28	9422	0	0	0
0.417	0	0	42	8	28	28	9422	0	0	0
0.418	0	0	42	9	29	28	9422	0	0	0
0.419	0	0	42	10	42	28	9422	0	0	0
0.42	0	0	43	1	33	28	9422	0	0	0
0.421	0	0	43	2	45	28	9422	0	0	0
0.422	0	0	43	3	12	28	9422	0	0	0
0.423	0	0	43	4	26	28	9422	0	0	0
0.424	0	0	43	5	19	28	9422	0	0	0
0.425	0	0	43	6	58	28	9422	0	0	0
0.426	0	0	43	7	4	28	9422	0	0	0
0.427	0	0	43	8	61	28	9422	0	0	0
0.428	0	0	43	9	59	28	9422	0	0	0
0.429	0	0	43	10	63	28	9422	0	0	0
0.43	0	0	44	1	64	28	9422	0	0	0
0.431	0	0	44	2	66	28	9422	0	0	0
0.432	0	0	44	3	68	28	9422	0	0	0
0.433	0	0	44	4	9	28	9422	0	0	0
0.434	0	0	44	5	10	28	9422	0	0	0
0.435	0	0	44	6	49	28	9422	0	0	0
0.436	0	0	44	7	1	28	9422	0	0	0
0.437	0	0	44	8	12	28	9422	0	0	0
0.438	0	0	44	9	11	28	9422	0	0	0
0.439	0	0	44	10	16	28	9422	0	0	0
0.44	0	0	45	1	22	28	9422	0	0	0
0.441	0	0	45	2	28	28	9422	0	0	0
0.442	0	0	45	3	29	28	9422	0	0	0
0.443	0	0	45	4	42	28	9422	0	0	0
0.444	0	0	45	5	33	28	9422	0	0	0
0.445	0	0	45	6	45	28	9422	0	0	0
0.446	0	0	45	7	19	28	9422	0	0	0
0.447	0	0	45	8	26	28	9422	0	0	0
0.448	0	0	45	9	58	28	9422	0	0	0
0.449	0	0	45	10	4	28	9422	0	0	0
0.45	0	0	46	1	61	28	9422	0	0	0
0.451	0	0	46	2	63	28	9422	0	0	0
0.452	0	0	46	3	64	28	9422	0	0	0
0.453	0	0	46	4	66	28	9422	0	0	0
0.454	0	0	46	5	52	28	9422	0	0	0
0.455	0	0	46	6	14	28	9422	0	0	0
0.456	0	0	46	7	59	28	9422	0	0	0
0.457	0	0	46	8	12	28	9422	0	0	0
0.458	0	0	46	9	7	28	9422	0	0	0
0.459	0	0	46	10	7	28	9422	0	0	0
0.46	0	0	47	1	7	28	9422	0	0	0
0.461	0	0	47	2	68	28	9422	0	0	0
0.462	0	0	47	3	42	28	9422	0	0	0
0.463	0	0	47	4	9	28	9422	0	0	0
0.464	0	0	47	5	10	28	9422	0	0	0
0.465	0	0	47	6	49	28	9422	0	0	0
0.466	0	0	47	7	7	28	9422	0	0	0
0.467	0	0	47	8	1	28	9422	0	0	0
0.468	0	0	47	9	11	28	9422	0	0	0
0.469	0	0	47	10	16	28	9422	0	0	0
0.47	0	0	48	1	22	28	9422	0	0	0
0.471	0	0	48	2	28	28	9422	0	0	0
0.472	0	0	48	3	12	28	9422	0	0	0
0.473	0	0	48	4	29	28	9422	0	0	0
0.474	0	0	48	5	45	28	9422	0	0	0
0.475	0	0	48	6	19	28	9422	0	0	0
0.476	0	0	48	7	26	28	9422	0	0	0
0.477	0	0	48	8	58	28	9422	0	0	0
0.478	0	0	48	9	4	28	9422	0	0	0
0.479	0	0	48	10	52	28	9422	0	0	0
0.48	0	0	49	1	61	28	9422	0	0	0
0.481	0	0	49	2	63	28	9422	0	0	0
0.482	0	0	49	3	59	28	9422	0	0	0
0.483	0	0	49	4	64	28	9422	0	0	0
0.484	0	0	49	5	66	28	9422	0	0	0
0.485	0	0	49	6	68	28	9422	0	0	0
0.486	0	0	49	7	42	28	9422	0	0	0
0.487	0	0	49	8	9	28	9422	0	0	0
0.488	0	0	49	9	52	28	9422	0	0	0
0.489	0	0	49	10	14	28	9422	0	0	0
0.49	0	0	50	1	10	28	9422	0	0	0
0.491	0	0	50	2	49	28	9422	0	0	0
0.492	0	0	50	3	12	28	9422	0	0	0
0.493	0	0	50	4	7	28	9422	0	0	0
0.494	0	0	50	5	1	28	9422	0	0	0
0.495	0	0	50	6	11	28	9422	0	0	0
0.496	0	0	50	7	16	28	9422	0	0	0
0.497	0	0	50	8	22	28	9422	0	0	0
0.498	0	0	50	9	28	28	9422	0	0	0
0.499	0	0	50	10	29	28	9422	0	0	0
0.5	0	0	51	1	45	28	9422	0	0	0
0.501	0	0	51	2	19	28	9422	0	0	0
0.502	0	0	51	3	26	28	9422	0	0	0
0.503	0	0	51	4	58	28	9422	0	0	0
0.504	0	0	51	5	4	28	9422	0	0	0
0.505	0	0	51	6	61	28	9422	0	0	0
0.506	0	0	51	7	63	28	9422	0	0	0
0.507	0	0	51	8	59	28	9422	0	0	0
0.508	0	0	51	9	44	28	9422	0	0	0
0.509	0	0	51	10	64	28	9422	0	0	0
0.51	0	0	52	1	66	28	9422	0	0	0
0.511	0	0	52	2	68	28	9422	0	0	0
0.512	0	0	52	3	42	28	9422	0	0	0
0.513	0	0	52	4	9	28	9422	0	0	0
0.514	0	0	52	5	52	28	9422	0	0	0
0.515	0	0	52	6	44	28	9422	0	0	0
0.516	0	0	52	7	10	28	9422	0	0	0
0.517	0	0	52	8	49	28	9422	0	0	0
0.518	0	0	52	9	12	28	9422	0	0	0
0.519	0	0	52	10	7	28	9422	0	0	0
0.52	0	0	53	1	1	28	9422	0	0	0
0.521	0	0	53	2	11	28	9422	0	0	0
0.522	0	0	53	3	44	28	9422	0	0	0
0.523	0	0	53	4	14	28	9422	0	0	0
0.524	0	0	53	5	16	28	9422	0	0	0
0.525	0	0	53	6	22	28	9422	0	0	0
0.526	0	0	53	7	28	28	9422	0	0	0
0.527	0	0	53	8	44	28	9422	0	0	0
0.528	0	0	53	9	29	28	9422	0	0	0
0.529	0	0	53	10	45	28	9422	0	0	0
0.53	0	0	54	1	19	28	9422	0	0	0
0.531	0	0	54	2	26	28	9422	0	0	0
0.532	0	0	54	3	58	28	9422	0	0	0
0.533	0	0	54	4	4	28	9422	0	0	0
0.534	0	0	54	5	61	28	9422	0	0	0
0.535	0	0	54	6	63	28	9422	0	0	0
0.536	0	0	54	7	59	28	9422	0	0	0
0.537	0	0	54	8	64	28	9422	0	0	0
0.538	0	0	54	9	66	28	9422	0	0	0
0.539	0	0	54	10	68	28	9422	0	0	0
0.54	0	0	55	1	42	28	9422	0	0	0
0.541	0	0	55	2	9	28	9422	0	0	0
0.542	0	0	55	3	52	28	9422	0	0	0
0.543	0	0	55	4	10	28	9422	0	0	0
0.544	0	0	55	5	49	28	9422	0	0	0
0.545	0	0	55	6	46	28	9422	0	0	0
0.546	0	0	55	7	12	28	9422	0	0	0
0.547	0	0	55	8	7	28	9422	0	0	0
0.548	0	0	55	9	1	28	9422	0	0	0
0.549	0	0	55	10	11	28	9422	0	0	0
0.55	0	0	56	1	32	28	9422	0	0	0
0.551	0	0	56	2	32	28	9422	0	0	0
0.552	0	0	56	3	32	28	9422	0	0	0
0.553	0	0	56	4	16	28	9422	0	0	0
0.554	0	0	56	5	32	28	9422	0	0	0
0.555	0	0	56	6	22	28	9422	0	0	0
0.556	0	0	56	7	28	28	9422	0	0	0
0.557	0	0	56	8	15	28	9422	0	0	0
0.558	0	0	56	9	14	28	9422	0	0	0
0.559	0	0	56	10	44	28	9422	0	0	0
0.56	0	0	57	1	46	28	9422	0	0	0
0.561	0	0	57	2	29	28	9422	0	0	0
0.562	0	0	57	3	45	28	9422	0	0	0
0.563	0	0	57	4	19	28	9422	0	0	0
0.564	0	0	57	5	26	28	9422	0	0	0
0.565	0	0	57	6	58	28	9422	0	0	0
0.566	0	0	57	7	4	28	9422	0	0	0
0.567	0	0	57	8	61	28	9422	0	0	0
0.568	0	0	57	9	63	28	9422	0	0	0
0.569	0	0	57	10	59	28	9422	0	0	0
0.57	0	0	58	1	64	28	9422	0	0	0
0.571	0	0	58	2	66	28	9422	0	0	0
0.572	0	0	58	3	68	28	9422	0	0	0
0.573	0	0	58	4	9	28	9422	0	0	0
0.574	0	0	58	5	52	28	9422	0	0	0
0.575	0	0	58	6	10	28	9422	0	0	0
0.576	0	0	58	7	49	28	9422	0	0	0
0.577	0	0	58	8	42	28	9422	0	0	0
0.578	0	0	58	9	12	28	9422	0	0	0
0.579	0	0	58	10	46	28	9422	0	0	0
0.58	0	0	59	1	7	28	9422	0	0	0
0.581	0	0	59	2	1	28	9422	0	0	0
0.582	0	0	59	3	11	28	9422	0	0	0
0.583	0	0	59	4	16	28	9422	0	0	0
0.584	0	0	59	5	32	28	9422	0	0	0
0.585	0	0	59	6	22	28	9422	0	0	0
0.586	0	0	59	7	28	28	9422	0	0	0
0.587	0	0	59	8	44	28	9422	0	0	0
0.588	0	0	59	9	29	28	9422	0	0	0
0.589	0	0	59	10	45	28	9422	0	0	0
0.59	0	0	60	1	26	28	9422	0	0	0
0.591	0	0	60	2	15	28	9422	0	0	0
0.592	0	0	60	3	14	28	9422	0	0	0
0.593	0	0	60	4	19	28	9422	0	0	0
0.594	0	0	60	5	46	28	9422	0	0	0
0.595	0	0	60	6	58	28	9422	0	0	0
0.596	0	0	60	7	4	28	9422	0	0	0
0.597	0	0	60	8	33	28	9422	0	0	0
0.598	0	0	60	9	61	28	9422	0	0	0
0.599	0	0	60	10	63	28	9422	0	0	0
0.6	0	0	61	1	59	28	9422	0	0	0
0.601	0	0	61	2	64	28	9422	0	0	0
0.602	0	0	61	3	66	28	9422	0	0	0
0.603	0	0	61	4	33	28	9422	0	0	0
0.604	0	0	61	5	68	28	9422	0	0	0
0.605	0	0	61	6	42	28	9422	0	0	0
0.606	0	0	61	7	9	28	9422	0	0	0
0.607	0	0	61	8	52	28	9422	0	0	0
0.608	0	0	61	9	10	28	9422	0	0	0
0.609	0	0	61	10	49	28	9422	0	0	0
0.61	0	0	62	1	33	28	9422	0	0	0
0.611	0	0	62	2	12	28	9422	0	0	0
0.612	0	0	62	3	7	28	9422	0	0	0
0.613	0	0	62	4	46	28	9422	0	0	0
0.614	0	0	62	5	1	28	9422	0	0	0
0.615	0	0	62	6	11	28	9422	0	0	0
0.616	0	0	62	7	16	28	9422	0	0	0
0.617	0	0	62	8	32	28	9422	0	0	0
0.618	0	0	62	9	22	28	9422	0	0	0
0.619	0	0	62	10	28	28	9422	0	0	0
0.62	0	0	63	1	44	28	9422	0	0	0
0.621	0	0	63	2	29	28	9422	0	0	0
0.622	0	0	63	3	45	28	9422	0	0	0
0.623	0	0	63	4	26	28	9422	0	0	0
0.624	0	0	63	5	19	28	9422	0	0	0
0.625	0	0	63	6	15	28	9422	0	0	0
0.626	0	0	63	7	14	28	9422	0	0	0
0.627	0	0	63	8	58	28	9422	0	0	0
0.628	0	0	63	9	4	28	9422	0	0	0
0.629	0	0	63	10	61	28	9422	0	0	0
0.63	0	0	64	1	63	28	9422	0	0	0
0.631	0	0	64	2	59	28	9422	0	0	0
0.632	0	0	64	3	64	28	9422	0	0	0
0.633	0	0	64	4	33	28	9422	0	0	0
0.634	0	0	64	5	66	28	9422	0	0	0
0.635	0	0	64	6	65	28	9422	0	0	0
0.636	0	0	64	7	65	28	9422	0	0	0
0.637	0	0	64	8	65	28	9422	0	0	0
0.638	0	0	64	9	68	28	9422	0	0	0
0.639	0	0	64	10	9	28	9422	0	0	0
0.64	0	0	65	1	52	28	9422	0	0	0
0.641	0	0	65	2	10	28	9422	0	0	0
0.642	0	0	65	3	49	28	9422	0	0	0
0.643	0	0	65	4	12	28	9422	0	0	0
0.644	0	0	65	5	46	28	9422	0	0	0
0.645	0	0	65	6	7	28	9422	0	0	0
0.646	0	0	65	7	65	28	9422	0	0	0
0.647	0	0	65	8	16	28	9422	0	0	0
0.648	0	0	65	9	32	28	9422	0	0	0
0.649	0	0	65	10	22	28	9422	0	0	0
0.65	0	0	66	1	28	28	9422	0	0	0
0.651	0	0	66	2	44	28	9422	0	0	0
0.652	0	0	66	3	29	28	9422	0	0	0
0.653	0	0	66	4	1	28	9422	0	0	0
0.654	0	0	66	5	45	28	9422	0	0	0
0.655	0	0	66	6	26	28	9422	0	0	0
0.656	0	0	66	7	19	28	9422	0	0	0
0.657	0	0	66	8	58	28	9422	0	0	0
0.658	0	0	66	9	42	28	9422	0	0	0
0.659	0	0	66	10	4	28	9422	0	0	0
0.66	0	0	67	1	14	28	9422	0	0	0
0.661	0	0	67	2	11	28	9422	0	0	0
0.662	0	0	67	3	61	28	9422	0	0	0
0.663	0	0	67	4	63	28	9422	0	0	0
0.664	0	0	67	5	59	28	9422	0	0	0
0.665	0	0	67	6	64	28	9422	0	0	0
0.666	0	0	67	7	33	28	9422	0	0	0
0.667	0	0	67	8	66	28	9422	0	0	0
0.668	0	0	67	9	68	28	9422	0	0	0
0.669	0	0	67	10	9	28	9422	0	0	0
0.67	0	0	68	1	52	28	9422	0	0	0
0.671	0	0	68	2	8	28	9422	0	0	0
0.672	0	0	68	3	8	28	9422	0	0	0
0.673	0	0	68	4	8	28	9422	0	0	0
0.674	0	0	68	5	10	28	9422	0	0	0
0.675	0	0	68	6	49	28	9422	0	0	0
0.676	0	0	68	7	12	28	9422	0	0	0
0.677	0	0	68	8	46	28	9422	0	0	0
0.678	0	0	68	9	7	28	9422	0	0	0
0.679	0	0	68	10	65	28	9422	0	0	0
0.68	0	0	69	1	1	28	9422	0	0	0
0.681	0	0	69	2	16	28	9422	0	0	0
0.682	0	0	69	3	32	28	9422	0	0	0
0.683	0	0	69	4	22	28	9422	0	0	0
0.684	0	0	69	5	42	28	9422	0	0	0
0.685	0	0	69	6	28	28	9422	0	0	0
0.686	0	0	69	7	8	28	9422	0	0	0
0.687	0	0	69	8	44	28	9422	0	0	0
0.688	0	0	69	9	11	28	9422	0	0	0
0.689	0	0	69	10	29	28	9422	0	0	0
0.69	0	0	70	1	45	28	9422	0	0	0
0.691	0	0	70	2	26	28	9422	0	0	0
0.692	0	0	70	3	19	28	9422	0	0	0
0.693	0	0	70	4	15	28	9422	0	0	0
0.694	0	0	70	5	14	28	9422	0	0	0
0.695	0	0	70	6	58	28	9422	0	0	0
0.696	0	0	70	7	4	28	9422	0	0	0
0.697	0	0	70	8	61	28	9422	0	0	0
0.698	0	0	70	9	63	28	9422	0	0	0
0.699	0	0	70	10	59	28	9422	0	0	0
0.7	0	0	71	1	64	28	9422	0	0	0
0.701	0	0	71	2	33	28	9422	0	0	0
0.702	0	0	71	3	66	28	9422	0	0	0
0.703	0	0	71	4	68	28	9422	0	0	0
0.704	0	0	71	5	9	28	9422	0	0	0
0.705	0	0	71	6	52	28	9422	0	0	0
0.706	0	0	71	7	10	28	9422	0	0	0
0.707	0	0	71	8	49	28	9422	0	0	0
0.708	0	0	71	9	12	28	9422	0	0	0
0.709	0	0	71	10	46	28	9422	0	0	0
0.71	0	0	72	1	7	28	9422	0	0	0
0.711	0	0	72	2	65	28	9422	0	0	0
0.712	0	0	72	3	42	28	9422	0	0	0
0.713	0	0	72	4	1	28	9422	0	0	0
0.714	0	0	72	5	16	28	9422	0	0	0
0.715	0	0	72	6	32	28	9422	0	0	0
0.716	0	0	72	7	22	28	9422	0	0	0
0.717	0	0	72	8	28	28	9422	0	0	0
0.718	0	0	72	9	8	28	9422	0	0	0
0.719	0	0	72	10	11	28	9422	0	0	0
0.72	0	0	73	1	44	28	9422	0	0	0
0.721	0	0	73	2	29	28	9422	0	0	0
0.722	0	0	73	3	45	28	9422	0	0	0
0.723	0	0	73	4	26	28	9422	0	0	0
0.724	0	0	73	5	19	28	9422	0	0	0
0.725	0	0	73	6	27	28	9422	0	0	0
0.726	0	0	73	7	58	28	9422	0	0	0
0.727	0	0	73	8	15	28	9422	0	0	0
0.728	0	0	73	9	14	28	9422	0	0	0
0.729	0	0	73	10	4	28	9422	0	0	0
0.73	0	0	74	1	61	28	9422	0	0	0
0.731	0	0	74	2	63	28	9422	0	0	0
0.732	0	0	74	3	59	28	9422	0	0	0
0.733	0	0	74	4	64	28	9422	0	0	0
0.734	0	0	74	5	33	28	9422	0	0	0
0.735	0	0	74	6	66	28	9422	0	0	0
0.736	0	0	74	7	68	28	9422	0	0	0
0.737	0	0	74	8	9	28	9422	0	0	0
0.738	0	0	74	9	52	28	9422	0	0	0
0.739	0	0	74	10	10	28	9422	0	0	0
0.74	0	0	75	1	27	28	9422	0	0	0
0.741	0	0	75	2	49	28	9422	0	0	0
0.742	0	0	75	3	12	28	9422	0	0	0
0.743	0	0	75	4	46	28	9422	0	0	0
0.744	0	0	75	5	7	28	9422	0	0	0
0.745	0	0	75	6	65	28	9422	0	0	0
0.746	0	0	75	7	42	28	9422	0	0	0
0.747	0	0	75	8	1	28	9422	0	0	0
0.748	0	0	75	9	16	28	9422	0	0	0
0.749	0	0	75	10	32	28	9422	0	0	0
0.75	0	0	76	1	22	28	9422	0	0	0
0.751	0	0	76	2	28	28	9422	0	0	0
0.752	0	0	76	3	8	28	9422	0	0	0
0.753	0	0	76	4	11	28	9422	0	0	0
0.754	0	0	76	5	24	28	9422	0	0	0
0.755	0	0	76	6	44	28	9422	0	0	0
0.756	0	0	76	7	29	28	9422	0	0	0
0.757	0	0	76	8	45	28	9422	0	0	0
0.758	0	0	76	9	26	28	9422	0	0	0
0.759	0	0	76	10	27	28	9422	0	0	0
0.76	0	0	77	1	58	28	9422	0	0	0
0.761	0	0	77	2	19	28	9422	0	0	0
0.762	0	0	77	3	47	28	9422	0	0	0
0.763	0	0	77	4	14	28	9422	0	0	0
0.764	0	0	77	5	4	28	9422	0	0	0
0.765	0	0	77	6	61	28	9422	0	0	0
0.766	0	0	77	7	63	28	9422	0	0	0
